index,title,monarch,title only,Text that comes after,Text that comes before
158694,Edward VII (1841â€“1910),Monarch: Edward VII,Edward VII, (1841â€“1910),
158878,Charles II (1630â€“1685),Monarch: Charles II,Charles II, (1630â€“1685),
158879,James II (1633â€“1701),Monarch: James II,James II, (1633â€“1701),
158903,"Margaret Twisden (c.1647â€“1718), Lady Style",Monarch: Margaret,Margaret," Twisden (c.1647â€“1718), Lady Style",
158962,"James I (1566â€“1625), in His State Clothes",Monarch: James I,James I," (1566â€“1625), in His State Clothes",
159527,"Lady Margaret Beaufort (1443â€“1509), Countess of Richmond and Derby, Mother of King Henry VII and Foundress of the College",Monarch: Henry VII,Henry VII, and Foundress of the College,"Lady Margaret Beaufort (1443â€“1509), Countess of Richmond and Derby, Mother of King "
159536,"Thomas Playfare (1561â€“1609), Lady Margaret Professor of Divinity, Chaplain to James I",Monarch: Margaret,Margaret," Professor of Divinity, Chaplain to James I","Thomas Playfare (1561â€“1609), Lady "
159537,Elizabeth I (1533â€“1603),Monarch: Elizabeth I,Elizabeth I, (1533â€“1603),
159540,"John Fisher (1469â€“1535), Bishop of Rochester, Confessor and Adviser to Lady Margaret Beaufort",Monarch: Margaret,Margaret, Beaufort,"John Fisher (1469â€“1535), Bishop of Rochester, Confessor and Adviser to Lady "
159541,"Lady Margaret Beaufort (1443â€“1509), Countess of Richmond and Derby, Mother of King Henry VII and Foundress of the College",Monarch: Henry VII,Henry VII, and Foundress of the College,"Lady Margaret Beaufort (1443â€“1509), Countess of Richmond and Derby, Mother of King "
159553,"Lady Margaret Beaufort (1443â€“1509), Countess of Richmond and Derby, Mother of King Henry VII and Foundress of St John's College",Monarch: Henry VII,Henry VII, and Foundress of St John's College,"Lady Margaret Beaufort (1443â€“1509), Countess of Richmond and Derby, Mother of King "
159554,Henry VIII (1491â€“1547),Monarch: Henry VIII,Henry VIII, (1491â€“1547),
159571,"John Fisher (1469â€“1535), Bishop of Rochester, Confessor and Adviser to Lady Margaret Beaufort",Monarch: Margaret,Margaret, Beaufort,"John Fisher (1469â€“1535), Bishop of Rochester, Confessor and Adviser to Lady "
159605,"Robert Cecil (1563â€“1612), Earl of Salisbury, Alumnus of St John's College, Principal Secretary to Elizabeth I and James I, Knight of the Garter",Monarch: Elizabeth I,Elizabeth I," and James I, Knight of the Garter","Robert Cecil (1563â€“1612), Earl of Salisbury, Alumnus of St John's College, Principal Secretary to "
159612,"Robert Cecil (1563â€“1612), Earl of Salisbury, Alumnus of St John's College, Principal Secretary to Elizabeth I and James I, Knight of the Garter",Monarch: Elizabeth I,Elizabeth I," and James I, Knight of the Garter","Robert Cecil (1563â€“1612), Earl of Salisbury, Alumnus of St John's College, Principal Secretary to "
159613,James I (1566â€“1625),Monarch: James I,James I, (1566â€“1625),
159630,Charles I (1600â€“1649),Monarch: Charles I,Charles I, (1600â€“1649),
159641,"Robert Lambert (d.1734), Lady Margaret Preacher, Master, Vice-Chancellor",Monarch: Margaret,Margaret," Preacher, Master, Vice-Chancellor","Robert Lambert (d.1734), Lady "
159670,"Lady Margaret Beaufort (1443â€“1509) at Prayer, Countess of Richmond and Derby, Mother of King Henry VII and Foundress of the College",Monarch: Henry VII,Henry VII, and Foundress of the College,"Lady Margaret Beaufort (1443â€“1509) at Prayer, Countess of Richmond and Derby, Mother of King "
159680,"George Villiers (1592â€“1628), 1st Duke of Buckingham, Court Favourite of James I and Charles I",Monarch: James I,James I, and Charles I,"George Villiers (1592â€“1628), 1st Duke of Buckingham, Court Favourite of "
159681,Charles I (1600â€“1649),Monarch: Charles I,Charles I, (1600â€“1649),
159694,"Henry (1594â€“1612), Prince of Wales, Wearing Jousting Armour",Monarch: Prince of Wales,Prince of Wales,", Wearing Jousting Armour","Henry (1594â€“1612), "
159701,"Herbert Marsh (1757â€“1839), Fellow, Lady Margaret Professor (1807), Bishop of Peterborough",Monarch: Margaret,Margaret," Professor (1807), Bishop of Peterborough","Herbert Marsh (1757â€“1839), Fellow, Lady "
159744,"Lady Margaret Beaufort (1443â€“1509), Countess of Richmond and Derby, Mother of King Henry VII and Foundress of St John's College",Monarch: Henry VII,Henry VII, and Foundress of St John's College,"Lady Margaret Beaufort (1443â€“1509), Countess of Richmond and Derby, Mother of King "
159771,"John Fisher (1469â€“1535), Bishop of Rochester, Confessor and Adviser to Lady Margaret Beaufort",Monarch: Margaret,Margaret, Beaufort,"John Fisher (1469â€“1535), Bishop of Rochester, Confessor and Adviser to Lady "
159845,George III (1738â€“1820),Monarch: George III,George III, (1738â€“1820),
159846,George III (1738â€“1820),Monarch: George III,George III, (1738â€“1820),
159867,Charles I (1600â€“1649),Monarch: Charles I,Charles I, (1600â€“1649),
159873,"Charles I (1600â€“1649), in Armour",Monarch: Charles I,Charles I," (1600â€“1649), in Armour",
159880,Charles I (1600â€“1649) ,Monarch: Charles I,Charles I, (1600â€“1649) ,
159881,Charles I (1600â€“1649),Monarch: Charles I,Charles I, (1600â€“1649),
159882,"Mary, Queen of Scots","Monarch: Mary, Queen of Scots","Mary, Queen of Scots",,
159923,James I (1566â€“1625),Monarch: James I,James I, (1566â€“1625),
159924,Charles I (1600â€“1649),Monarch: Charles I,Charles I, (1600â€“1649),
159927,Charles II (1630â€“1685),Monarch: Charles II,Charles II, (1630â€“1685),
159929,William III (1650â€“1702),Monarch: William III,William III, (1650â€“1702),
159930,George I (1660â€“1727),Monarch: George I,George I, (1660â€“1727),
159931,George IV (1762â€“1830),Monarch: George IV,George IV, (1762â€“1830),
159969,Edward VII (1841â€“1910),Monarch: Edward VII,Edward VII, (1841â€“1910),
160133,Oliver Cromwell (1599â€“1658),Monarch: Oliver Cromwell,Oliver Cromwell, (1599â€“1658),
160200,Design for Cushion Cover for SS 'Queen Mary',"Monarch: Mary, Queen of Scots","Mary, Queen of Scots",#VALUE!,#VALUE!
160488,"Mary, Queen of Scots Arriving in Stirling","Monarch: Mary, Queen of Scots","Mary, Queen of Scots", Arriving in Stirling,
160559,Margaret Reading,Monarch: Margaret,Margaret, Reading,
160779,Margaret Warren Davenport,Monarch: Margaret,Margaret, Warren Davenport,
161366,"King George V at Doxford's Shipyard, 16 June 1917",Monarch: George V,George V," at Doxford's Shipyard, 16 June 1917",King 
161572,King Edward VII (1841â€“1910),Monarch: Edward VII,Edward VII, (1841â€“1910),King 
161573,King George III (1738â€“1820),Monarch: George III,George III, (1738â€“1820),King 
162205,Charles I (1600â€“1649),Monarch: Charles I,Charles I, (1600â€“1649),
162226,Margaret Leicester Warren (1905â€“1964),Monarch: Margaret,Margaret, Leicester Warren (1905â€“1964),
162887,Cardinal Bourchier Urges the Widow of Edward IV to Let her Son out of Sanctuary,Monarch: Edward IV,Edward IV, to Let her Son out of Sanctuary,Cardinal Bourchier Urges the Widow of 
162995,"Snowy Morning, Queen Margaret's College, Glasgow",Monarch: Margaret,Margaret,"'s College, Glasgow","Snowy Morning, Queen "
163107,"Portrait of Margaret, Duchess of Argyll",Monarch: Margaret,Margaret,", Duchess of Argyll",Portrait of 
163345,"Portrait of Lady Margaret Livingstone, 2nd Countess of Wigtown",Monarch: Margaret,Margaret," Livingstone, 2nd Countess of Wigtown",Portrait of Lady 
164049,A Lost Cause: Flight of King James II after the Battle of the Boyne,Monarch: James II,James II, after the Battle of the Boyne,A Lost Cause: Flight of King 
164840,"King George V, Accompanied by Queen Mary, at the Opening of the Modern Foreign and Sargent Galleries at the Tate Gallery, 26 June 1926",Monarch: George V,George V,", Accompanied by Queen Mary, at the Opening of the Modern Foreign and Sargent Galleries at the Tate ",King 
164945,Sketch for 'Charles II and Lady Bellenden',Monarch: Charles II,Charles II, and Lady Bellenden',Sketch for '
165115,The Coronation of Queen Victoria,Monarch: Queen Victoria,Queen Victoria,,The Coronation of 
165237,Charles I and his Son in the Studio of Van Dyck,Monarch: Charles I,Charles I, and his Son in the Studio of Van Dyck,
165852,George IV when Prince of Wales,Monarch: George IV,George IV, when Prince of Wales,
166027,"The Apotheosis of James I and Other Studies: Multiple Sketch for the Banqueting House Ceiling, Whitehall",Monarch: James I,James I," and Other Studies: Multiple Sketch for the Banqueting House Ceiling, Whitehall",The Apotheosis of 
166196,Queen Victoria and her great-grandson,Monarch: Queen Victoria,Queen Victoria, and her great-grandson,
166876,"The Prince of Orange, William III, Embarked from Holland, and Landed at Torbay, November 4th, 1688, after a Stormy Passage",Monarch: William III,William III,", Embarked from Holland, and Landed at Torbay, November 4th, 1688, after a Stormy Passage","The Prince of Orange, "
166888,"George IV at the Provost's Banquet in the Parliament House, Edinburgh",Monarch: George IV,George IV," at the Provost's Banquet in the Parliament House, Edinburgh",
166930,"George IV at St Giles's, Edinburgh",Monarch: George IV,George IV," at St Giles's, Edinburgh",
166931,"George IV's Departure from the 'Royal George', 1822",Monarch: George IV,George IV,"'s Departure from the 'Royal George', 1822",
167059,"James II in his Palace of Whitehall, Receiving the News of the Landing of the Prince of Orange, in 1688",Monarch: James II,James II," in his Palace of Whitehall, Receiving the News of the Landing of the Prince of Orange, in 1688",
167287,George III and the Duke of York,Monarch: George III,George III, and the Duke of York,
167430,King George III (1738â€“1820),Monarch: George III,George III, (1738â€“1820),King 
167431,King George VI (1895â€“1952),Monarch: George VI,George VI, (1895â€“1952),King 
167465,Charles I (1600â€“1649),Monarch: Charles I,Charles I, (1600â€“1649),
167467,Charles II (1630â€“1685),Monarch: Charles II,Charles II, (1630â€“1685),
167584,Mrs Margaret Perry,Monarch: Margaret,Margaret, Perry,Mrs 
167641,Mrs Margaret Hickes (d.1562),Monarch: Margaret,Margaret, Hickes (d.1562),Mrs 
168166,"Study for 'The Execution of Mary, Queen of Scots'","Monarch: Mary, Queen of Scots","Mary, Queen of Scots",',Study for 'The Execution of 
168351,Charles I and the Knights of the Garter in Procession,Monarch: Charles I,Charles I, and the Knights of the Garter in Procession,
168401,"Portrait of Margaret Millicent Fisher Prout, the Artist's Daughter",Monarch: Margaret,Margaret," Millicent Fisher Prout, the Artist's Daughter",Portrait of 
168422,Margaret Gainsborough gleaning,Monarch: Margaret,Margaret, Gainsborough gleaning,
168506,Charles II as Prince of Wales,Monarch: Charles II,Charles II, as Prince of Wales,
168579,London Bridge on the Night of the Marriage of the Prince and Princess of Wales,Monarch: Princess of Wales,Princess of Wales,,London Bridge on the Night of the Marriage of the Prince and 
168661,Queen Victoria on a highland Pony,Monarch: Queen Victoria,Queen Victoria, on a highland Pony,
169338,Edward VII as Prince of Wales,Monarch: Edward VII,Edward VII, as Prince of Wales,
169378,Miss Margaret Grierson,Monarch: Margaret,Margaret, Grierson,Miss 
169399,The Peaceful Reign of James I (The Wise Rule of James I),Monarch: James I,James I, (The Wise Rule of James I),The Peaceful Reign of 
169784,"Green Field, To Margaret Series No.3 (Ochre Square)",Monarch: Margaret,Margaret, Series No.3 (Ochre Square),"Green Field, To "
170335,HM King George V (1865â€“1936),Monarch: George V,George V, (1865â€“1936),HM King 
170673,"Margaret of Austria (1584â€“1611), Queen of Spain",Monarch: Margaret,Margaret," of Austria (1584â€“1611), Queen of Spain",
170766,"William II of Holland (1792â€“1849), as Prince of Orange",Monarch: William II,William II," of Holland (1792â€“1849), as Prince of Orange",
170944,"Charles II (1661â€“1700), King of Spain",Monarch: Charles II,Charles II," (1661â€“1700), King of Spain",
171745,Charles I (1600â€“1649),Monarch: Charles I,Charles I, (1600â€“1649),
171969,Margaret Melbourne,Monarch: Margaret,Margaret, Melbourne,
172013,Margaret Ruskin (1781â€“1871),Monarch: Margaret,Margaret, Ruskin (1781â€“1871),
172151,His Royal Highness The Prince of Wales (b.1948),Monarch: Prince of Wales,Prince of Wales, (b.1948),His Royal Highness The 
172159,"His Royal Highness The Prince of Wales (b.1948), with Interior of Caernarfon Castle, 1969",Monarch: Prince of Wales,Prince of Wales," (b.1948), with Interior of Caernarfon Castle, 1969",His Royal Highness The 
172161,"The Investiture of the Prince of Wales, 1911",Monarch: Prince of Wales,Prince of Wales,", 1911",The Investiture of the 
172203,Charles I (1600â€“1641),Monarch: Charles I,Charles I, (1600â€“1641),
172207,Oliver Cromwell (1599â€“1658),Monarch: Oliver Cromwell,Oliver Cromwell, (1599â€“1658),
172215,Oliver Cromwell (1599â€“1658),Monarch: Oliver Cromwell,Oliver Cromwell, (1599â€“1658),
172224,Charles I (1600â€“1649),Monarch: Charles I,Charles I, (1600â€“1649),
172227,Oliver Cromwell (1599â€“1658),Monarch: Oliver Cromwell,Oliver Cromwell, (1599â€“1658),
172238,Oliver Cromwell (1599â€“1658),Monarch: Oliver Cromwell,Oliver Cromwell, (1599â€“1658),
172255,Charles I (1600â€“1649),Monarch: Charles I,Charles I, (1600â€“1649),
172256,Charles I (1600â€“1649),Monarch: Charles I,Charles I, (1600â€“1649),
172268,Charles I (1600â€“1649),Monarch: Charles I,Charles I, (1600â€“1649),
172294,"Oliver Cromwell (1599â€“1658), on Horseback",Monarch: Oliver Cromwell,Oliver Cromwell," (1599â€“1658), on Horseback",
172306,"Lady Margaret Beaufort (1443â€“1509), Mother of Henry VII",Monarch: Margaret,Margaret," Beaufort (1443â€“1509), Mother of Henry VII",Lady 
172309,"James I (1566â€“1625), When a Child",Monarch: James I,James I," (1566â€“1625), When a Child",
172318,Oliver Cromwell at Marston Moor,Monarch: Oliver Cromwell,Oliver Cromwell, at Marston Moor,
172333,Charles I (1600â€“1649),Monarch: Charles I,Charles I, (1600â€“1649),
172345,Mary I (1516â€“1558),Monarch: Mary I,Mary I, (1516â€“1558),
172361,"Richard Cromwell (1626â€“1712), Lord Protector (1658â€“1659)",Monarch: Richard Cromwell,Richard Cromwell," (1626â€“1712), Lord Protector (1658â€“1659)",
172367,Henry VIII and the Barber Surgeons,Monarch: Henry VIII,Henry VIII, and the Barber Surgeons,
172455,Oliver Cromwell (1599â€“1658),Monarch: Oliver Cromwell,Oliver Cromwell, (1599â€“1658),
172459,"Oliver Cromwell (1599â€“1658), Wearing Armour, with his Page",Monarch: Oliver Cromwell,Oliver Cromwell," (1599â€“1658), Wearing Armour, with his Page",
172471,William III at the Siege of Namur,Monarch: William III,William III, at the Siege of Namur,
172629,Queen Anne (1665â€“1714),Queen Anne,Queen Anne, (1665â€“1714),
172631,William III (1650â€“1702),Monarch: William III,William III, (1650â€“1702),
172633,"Frederick Louis (1707â€“1751), Prince of Wales",Monarch: Prince of Wales,Prince of Wales,,"Frederick Louis (1707â€“1751), "
172635,George II (1683â€“1760),Monarch: George II,George II, (1683â€“1760),
172639,George II (1683â€“1760),Monarch: George II,George II, (1683â€“1760),
172640,Queen Anne (c.1702â€“1714),Queen Anne,Queen Anne, (c.1702â€“1714),
173077,HRH Queen Elizabeth II Wearing the Robes of the Order of the Thistle,Monarch: Elizabeth II,Elizabeth II, Wearing the Robes of the Order of the Thistle,HRH Queen 
173078,"Mary, Queen of Scots (1542â€“1587)","Monarch: Mary, Queen of Scots","Mary, Queen of Scots", (1542â€“1587),
173081,Charles II (1630â€“1685),Monarch: Charles II,Charles II, (1630â€“1685),
173099,King William III (1650â€“1702),Monarch: William III,William III, (1650â€“1702),King 
173100,Queen Mary II (1662â€“1692),"Monarch: Mary, Queen of Scots","Mary, Queen of Scots",#VALUE!,#VALUE!
173211,Henry VIII (1491â€“1547),Monarch: Henry VIII,Henry VIII, (1491â€“1547),
173212,Elizabeth I (1533â€“1603),Monarch: Elizabeth I,Elizabeth I, (1533â€“1603),
173277,The Young Queen Victoria (1819â€“1901),Monarch: Queen Victoria,Queen Victoria, (1819â€“1901),The Young 
173371,Queen Elizabeth II (b.1926),Monarch: Elizabeth II,Elizabeth II, (b.1926),Queen 
173970,"Margaret Wilson, Martyr of the Solway",Monarch: Margaret,Margaret," Wilson, Martyr of the Solway",
176241,George II (1683â€“1760),Monarch: George II,George II, (1683â€“1760),
176260,George II (1683â€“1760),Monarch: George II,George II, (1683â€“1760),
176334,HM King George V (1865â€“1936),Monarch: George V,George V, (1865â€“1936),HM King 
176339,"Proclamation of the Accession to the Throne of His Majesty King George V at Dublin, June 1911 ",Monarch: George V,George V," at Dublin, June 1911 ",Proclamation of the Accession to the Throne of His Majesty King 
176450,Oliver Cromwell (1599â€“1658),Monarch: Oliver Cromwell,Oliver Cromwell, (1599â€“1658),
176507,Margaret Reynolds,Monarch: Margaret,Margaret, Reynolds,
176602,HRH The Prince of Wales (b.1948),Monarch: Prince of Wales,Prince of Wales, (b.1948),HRH The 
176628,HRH The Prince of Wales (b.1948),Monarch: Prince of Wales,Prince of Wales, (b.1948),HRH The 
176629,"HRH The Prince of Wales (b.1948), Colonel-in-Chief",Monarch: Prince of Wales,Prince of Wales," (b.1948), Colonel-in-Chief",HRH The 
176650,"Countess Margaret, Wife of the 6th Earl of Dumfries (1726â€“1803)",Monarch: Margaret,Margaret,", Wife of the 6th Earl of Dumfries (1726â€“1803)",Countess 
176661,George I (1660â€“1727),Monarch: George I,George I, (1660â€“1727),
176704,"Field Marshal Sir John Lyon Chapple, GCB, CBE, MA, DL, Colonel 2nd King Edward VII's Own Gurkhas (The Sirmoor Rifles) (1986â€“1994), Governor and Commander-in-Chief Gibraltar (1993â€“1995)",Monarch: Edward VII,Edward VII,"'s Own Gurkhas (The Sirmoor Rifles) (1986â€“1994), Governor and Commander-in-Chief Gibraltar (1993â€","Field Marshal Sir John Lyon Chapple, GCB, CBE, MA, DL, Colonel 2nd King "
176705,"Field Marshal the Lord Bramall of Bushfield (b.1923), KG, GCB, OBE, MC, JP, Colonel 2nd King Edward VII's Own Gurkhas (The Sirmoor Rifles) (1976â€“1986), President of the Gurkha Brigade Association (from 1987), HM Lord Lieutenant of Greater London (from 1986)",Monarch: Edward VII,Edward VII,"'s Own Gurkhas (The Sirmoor Rifles) (1976â€“1986), President of the Gurkha Brigade Association (from","Field Marshal the Lord Bramall of Bushfield (b.1923), KG, GCB, OBE, MC, JP, Colonel 2nd King "
176707,HRH The Prince of Wales (b.1948),Monarch: Prince of Wales,Prince of Wales, (b.1948),HRH The 
176709,HM Queen Elizabeth II  (b.1926),Monarch: Elizabeth II,Elizabeth II,  (b.1926),HM Queen 
176710,"Captain John Fisher (1802â€“1846), Killed in Action while Commanding the 6th Sirmoor (Rifle) Battalion (Later 2nd King Edward VII's Own Gurkhas) at the Battle of Sobraon, India, 10th February 1846",Monarch: Edward VII,Edward VII,"'s Own Gurkhas) at the Battle of Sobraon, India, 10th February 1846","Captain John Fisher (1802â€“1846), Killed in Action while Commanding the 6th Sirmoor (Rifle) Battalion (Later 2nd King "
176711,"General Frederick Young (1786â€“1874), Who Raised and Commanded the Sirmoor Battalion (Later King Edward VII's Own Gurkhas (The Sirmoor Rifles) (1815â€“1842)",Monarch: Edward VII,Edward VII,'s Own Gurkhas (The Sirmoor Rifles) (1815â€“1842),"General Frederick Young (1786â€“1874), Who Raised and Commanded the Sirmoor Battalion (Later King "
176715,"Lance Corporal Bhimlal Thapa DCM, 1st Battalion 2nd King Edward VII's Own Gurkha Rifles (The Sirmoor Rifles)",Monarch: Edward VII,Edward VII,'s Own Gurkha Rifles (The Sirmoor Rifles),"Lance Corporal Bhimlal Thapa DCM, 1st Battalion 2nd King "
176718,"Major General Sir Charles H. Powell, KCB, in the Uniform of 1st King George V's Own Gurkha Rifles, Colonel of Regiment (1916â€“1943), Three-Quarter Length Portrait, Standing",Monarch: George V,George V,"'s Own Gurkha Rifles, Colonel of Regiment (1916â€“1943), Three-Quarter Length Portrait, Standing","Major General Sir Charles H. Powell, KCB, in the Uniform of 1st King "
176749,Oliver Cromwell (1599â€“1658),Monarch: Oliver Cromwell,Oliver Cromwell, (1599â€“1658),
176992,Allegory of William III with Victory and Discord,Monarch: William III,William III, with Victory and Discord,Allegory of 
177275,"Presentation by HM Queen Victoria of New Colours to the 79th Cameron Highlanders on Return from 16 years of Foreign Service in India, April 1873",Monarch: Queen Victoria,Queen Victoria," of New Colours to the 79th Cameron Highlanders on Return from 16 years of Foreign Service in India,",Presentation by HM 
178000,William IV (1765â€“1837),Monarch: William IV,William IV, (1765â€“1837),
178033,"HRH Albert Edward (1841â€“1910), Prince of Wales, KG, KT, KP, GCB, GCSI, GCMG, GCIE, GCVO",Monarch: Prince of Wales,Prince of Wales,", KG, KT, KP, GCB, GCSI, GCMG, GCIE, GCVO","HRH Albert Edward (1841â€“1910), "
178040,"His Majesty King Edward VII (1841â€“1910), Protector of the Craft",Monarch: Edward VII,Edward VII," (1841â€“1910), Protector of the Craft",His Majesty King 
178042,"HM King Edward VII (1841â€“1910), Protector of the Craft",Monarch: Edward VII,Edward VII," (1841â€“1910), Protector of the Craft",HM King 
178048,HM King George VI (1895â€“1952),Monarch: George VI,George VI, (1895â€“1952),HM King 
178054,Her Majesty Queen Victoria (1819â€“1901),Monarch: Queen Victoria,Queen Victoria, (1819â€“1901),Her Majesty 
178063,"HRH George (1762â€“1830), Prince of Wales, KG",Monarch: Prince of Wales,Prince of Wales,", KG","HRH George (1762â€“1830), "
178064,"HRH George (1762â€“1830), Prince of Wales, KG",Monarch: Prince of Wales,Prince of Wales,", KG","HRH George (1762â€“1830), "
178065,"HRH George (1762â€“1830), Prince of Wales, KG",Monarch: Prince of Wales,Prince of Wales,", KG","HRH George (1762â€“1830), "
178072,"HRH George (1762â€“1830), Prince of Wales, KG",Monarch: Prince of Wales,Prince of Wales,", KG","HRH George (1762â€“1830), "
178085,HM King George III (1738â€“1820),Monarch: George III,George III, (1738â€“1820),HM King 
178089,"HRH Frederick Lewis (1707â€“1751), Prince of Wales",Monarch: Prince of Wales,Prince of Wales,,"HRH Frederick Lewis (1707â€“1751), "
178094,"The Reception of HRH The Prince of Wales as Past Grand Master, 1 December 1869",Monarch: Prince of Wales,Prince of Wales," as Past Grand Master, 1 December 1869",The Reception of HRH The 
178252,King William III (1650â€“1702),Monarch: William III,William III, (1650â€“1702),King 
178254,King George II (1683â€“1760),Monarch: George II,George II, (1683â€“1760),King 
178257,"George IV (1762â€“1830), when Prince of Wales",Monarch: George IV,George IV," (1762â€“1830), when Prince of Wales",
178283,"Her Majesty Queen Victoria and Prince Albert, on Board the 'Royal George' Yacht, Approaching Granton Pier, Edinburgh, on the Morning of 10 September 1840",Monarch: Queen Victoria,Queen Victoria," and Prince Albert, on Board the 'Royal George' Yacht, Approaching Granton Pier, Edinburgh, on the M",Her Majesty 
178590,Oliver Cromwell (1599â€“1658),Monarch: Oliver Cromwell,Oliver Cromwell, (1599â€“1658),
178646,"St James's Street, Decorations for the Coronation of George VI, 1937",Monarch: George VI,George VI,", 1937","St James's Street, Decorations for the Coronation of "
178881,"HM Queen Mary, a Study for 'Driving to Ascot'","Monarch: Mary, Queen of Scots","Mary, Queen of Scots",#VALUE!,#VALUE!
178985,"Study of the Decorations in the Mall for the Coronation of George VI, 1937",Monarch: George VI,George VI,", 1937",Study of the Decorations in the Mall for the Coronation of 
178986,"Study of the Decorations in the Mall for the Coronation of George VI, 1937",Monarch: George VI,George VI,", 1937",Study of the Decorations in the Mall for the Coronation of 
179017,Study for 'George V on Jock at Sandringham',Monarch: George V,George V, on Jock at Sandringham',Study for '
179282,"Presentation of the Victoria Cross to the Reverend Theodore Bayley Hardy, VC, DSO, MC by HM King George V (1865â€“1936)",Monarch: George V,George V, (1865â€“1936),"Presentation of the Victoria Cross to the Reverend Theodore Bayley Hardy, VC, DSO, MC by HM King "
179337,Queen Mary Bridge,"Monarch: Mary, Queen of Scots","Mary, Queen of Scots",#VALUE!,#VALUE!
180237,Margaret of Austria,Monarch: Margaret,Margaret, of Austria,
180575,Richard II presented to the Virgin and Child by his Patron Saint John the Baptist and Saints Edward and Edmund ('The Wilton Diptych'),Monarch: Richard II,Richard II, presented to the Virgin and Child by his Patron Saint John the Baptist and Saints Edward and Edmund,
180699,Saint Margaret of Antioch,Monarch: Margaret,Margaret, of Antioch,Saint 
180768,"Saints Nicholas, Damian and Margaret: Right Pilaster",Monarch: Margaret,Margaret,: Right Pilaster,"Saints Nicholas, Damian and "
180968,The Beheading of Saint Margaret (?),Monarch: Margaret,Margaret, (?),The Beheading of Saint 
181748,"Charles II (1630â€“1685), as a Boy",Monarch: Charles II,Charles II," (1630â€“1685), as a Boy",
181989,"Lady Margaret Duff, Daughter of the 1st Earl of Fife and Wife of James Brodie, 21st Laird",Monarch: Margaret,Margaret," Duff, Daughter of the 1st Earl of Fife and Wife of James Brodie, 21st Laird",Lady 
181994,Charles I (1600â€“1649),Monarch: Charles I,Charles I, (1600â€“1649),
182257,James VI & I (1566â€“1625),Monarch: James I,James I,#VALUE!,#VALUE!
182260,Charles I in a White Lace Collar and a Blue Sash,Monarch: Charles I,Charles I, in a White Lace Collar and a Blue Sash,
182278,"Charles I (1600â€“1649), in Robes of State",Monarch: Charles I,Charles I," (1600â€“1649), in Robes of State",
182295,"Margaret, Wife of Sir John Forbes, Daughter of Peter Young of Auldbar",Monarch: Margaret,Margaret,", Wife of Sir John Forbes, Daughter of Peter Young of Auldbar",
182322,"Robert (1661â€“1694), 3rd Viscount Arbuthnott, Brother of Dame Margaret Arbuthnott",Monarch: Margaret,Margaret, Arbuthnott,"Robert (1661â€“1694), 3rd Viscount Arbuthnott, Brother of Dame "
182339,"Margaret Dalrymple Horn Elphinstone, Daughter of General Robert Dalrymple Horn Elphinstone of Logie Elphinstone and Wife of Sir Robert Burnett of Leys",Monarch: Margaret,Margaret," Dalrymple Horn Elphinstone, Daughter of General Robert Dalrymple Horn Elphinstone of Logie Elphinst",
182359,James VI & I (1566â€“1625),Monarch: James I,James I,#VALUE!,#VALUE!
182405,"Margaret Erskine of Dun, Wife of the 12th Earl of Cassilis, Later 1st Marquess of Ailsa",Monarch: Margaret,Margaret," Erskine of Dun, Wife of the 12th Earl of Cassilis, Later 1st Marquess of Ailsa",
182434,"Margaret Hay (d.1695), Widow of Lord Kerr, 2nd Wife of John Kennedy, 7th Earl of Cassillis",Monarch: Margaret,Margaret," Hay (d.1695), Widow of Lord Kerr, 2nd Wife of John Kennedy, 7th Earl of Cassillis",
182462,"Margaret Hamilton (d.1855), Wife of Alexander Irvine, 19th Laird of Drum",Monarch: Margaret,Margaret," Hamilton (d.1855), Wife of Alexander Irvine, 19th Laird of Drum",
182470,"Charles I (1600â€“1649), in Armour",Monarch: Charles I,Charles I," (1600â€“1649), in Armour",
182475,"Ann Margaret Forbes Leslie, Wife of Alexander Forbes Irvine, 20th Laird of Drum",Monarch: Margaret,Margaret," Forbes Leslie, Wife of Alexander Forbes Irvine, 20th Laird of Drum",Ann 
182506,"Mary, Queen of Scots","Monarch: Mary, Queen of Scots","Mary, Queen of Scots",,
182511,James V and Queen Mary of Guise,Monarch: James V,James V, and Queen Mary of Guise,
182512,James VI (1566â€“1625),Monarch: James I,James I,#VALUE!,#VALUE!
182516,Charles II (1630â€“1685),Monarch: Charles II,Charles II, (1630â€“1685),
182520,"Henry, Prince of Wales",Monarch: Prince of Wales,Prince of Wales,,"Henry, "
182522,Charles II (1630â€“1685),Monarch: Charles II,Charles II, (1630â€“1685),
182524,"James VI and I, with the Collar of the Order of the Garter",Monarch: James I,James I,#VALUE!,#VALUE!
182525,James I (1566â€“1625),Monarch: James I,James I, (1566â€“1625),
182526,Queen Margaret of Scotland,Monarch: Margaret,Margaret, of Scotland,Queen 
182528,"Prince of Wales with His Sister, Louise Marie",Monarch: Prince of Wales,Prince of Wales," with His Sister, Louise Marie",
182530,"Mary, Queen of Scots","Monarch: Mary, Queen of Scots","Mary, Queen of Scots",,
182558,"Mary, Queen of Scots","Monarch: Mary, Queen of Scots","Mary, Queen of Scots",,
182566,The Trial of Charles I (1600â€“1649),Monarch: Charles I,Charles I, (1600â€“1649),The Trial of 
182571,James VI of Scotland and I of England (1566â€“1625),Monarch: James I,James I,#VALUE!,#VALUE!
